[12:55:44] [main/INFO] [FML/]: Forge Mod Loader version 7.2.207.1110 for Minecraft 1.7.2 loading
[12:55:44] [main/INFO] [FML/]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_60, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jdk1.7.0_60\jre
[12:55:44] [main/DEBUG] [FML/]: Java classpath at launch is C:\Program Files\Java\jdk1.7.0_60\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\jce.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\jfxrt.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\resources.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\rt.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.7.0_60\jre\lib\ext\zipfs.jar;C:\minecraft\1.7\ModingWithPahimar\out\production\ModingWithPahimar;C:\Users\Matthew\.gradle\caches\minecraft\net\minecraftforge\forge\1.7.2-10.12.1.1110\forgeSrc-1.7.2-10.12.1.1110.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.minecraft\launchwrapper\1.9\116f2aad5b0c68353ebed66cd463517db6522f7e\launchwrapper-1.9.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.ow2.asm\asm-debug-all\4.1\dd6ba5c392d4102458494e29f54f70ac534ec2a2\asm-debug-all-4.1.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-library\2.10.2\6ba65d12cd09d441083262d6f73d2257fec7c663\scala-library-2.10.2.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-compiler\2.10.2\64c8b1380cc53d6850823d6e4e7ae984aa44ef9c\scala-compiler-2.10.2.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.sf.jopt-simple\jopt-simple\4.5\6065cc95c661255349c1d0756657be17c29a4fd3\jopt-simple-4.5.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\java3d\vecmath\1.3.1\a0ae4f51da409fa0c20fa0ca59e6bbc9413ae71d\vecmath-1.3.1.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.sf.trove4j\trove4j\3.0.3\42ccaf4761f0dfdfa805c9e340d99a755907e2dd\trove4j-3.0.3.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.ibm.icu\icu4j-core-mojang\51.2\63d216a9311cca6be337c1e458e587f99d382b84\icu4j-core-mojang-51.2.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\lzma\lzma\0.0.1\521616dc7487b42bef0e803bd2fa3faf668101d7\lzma-0.0.1.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.paulscode\codecjorbis\20101023\c73b5636faf089d9f00e8732a829577de25237ee\codecjorbis-20101023.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.paulscode\codecwav\20101023\12f031cfe88fef5c1dd36c563c0a3a69bd7261da\codecwav-20101023.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.paulscode\libraryjavasound\20101123\5c5e304366f75f9eaa2e8cca546a1fb6109348b3\libraryjavasound-20101123.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.paulscode\librarylwjglopenal\20100824\73e80d0794c39665aec3f62eee88ca91676674ef\librarylwjglopenal-20100824.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.paulscode\soundsystem\20120107\419c05fe9be71f792b2d76cfc9b67f1ed0fec7f6\soundsystem-20120107.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\io.netty\netty-all\4.0.10.Final\9e50bd52ffe257a0e2cd8d971688d6ce7d174325\netty-all-4.0.10.Final.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.google.guava\guava\15.0\ed727a8d9f247e2050281cb083f1c77b09dcb5cd\guava-15.0.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.apache.commons\commons-lang3\3.1\905075e6c80f206bbe6cf1e809d2caa69f420c76\commons-lang3-3.1.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\commons-io\commons-io\2.4\b1b6ea3b7e4aa4f492509a4952029cd8e48019ad\commons-io-2.4.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput\2.0.5\39c7796b469a600f72380316f6b1f11db6c2c7c4\jinput-2.0.5.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.java.jutils\jutils\1.0.0\e12fe1fda814bd348c1579329c86943d2cd3c6a6\jutils-1.0.0.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.google.code.gson\gson\2.2.4\a60a5e993c98c864010053cb901b7eab25306568\gson-2.2.4.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\com.mojang\authlib\1.3\4fb033c2d6eccced08752d8f33e8c3a0a45deb2d\authlib-1.3.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-api\2.0-beta9\1dd66e68cccd907880229f9e2de1314bd13ff785\log4j-api-2.0-beta9.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-core\2.0-beta9\678861ba1b2e1fccb594bb0ca03114bb05da9695\log4j-core-2.0-beta9.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl\2.9.0\5654d06e61a1bba7ae1e7f5233e1106be64c91cd\lwjgl-2.9.0.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl_util\2.9.0\a778846b64008fc7f48ead2377f034e547991699\lwjgl_util-2.9.0.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\2ba5dcb11048147f1a74eff2deb192c001321f77\lwjgl-platform-2.9.0-natives-linux.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\6621b382cb14cc409b041d8d72829156a87c31aa\lwjgl-platform-2.9.0-natives-osx.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\3f11873dc8e84c854ec7c5a8fd2e869f8aaef764\lwjgl-platform-2.9.0-natives-windows.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\7ff832a6eb9ab6a767f1ade2b548092d0fa64795\jinput-platform-2.0.5-natives-linux.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\53f9c919f34d2ca9de8c51fc4e1e8282029a9232\jinput-platform-2.0.5-natives-osx.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\385ee093e01f587f30ee1c8a2ee7d408fd732e16\jinput-platform-2.0.5-natives-windows.jar;C:\Users\Matthew\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-reflect\2.10.2\444ff8e89a81697997ed8a98a4642ba283130249\scala-reflect-2.10.2.jar;C:\Program Files (x86)\JetBrains\IntelliJ IDEA Community Edition 13.1.3\lib\idea_rt.jar
[12:55:44] [main/DEBUG] [FML/]: Java library path at launch is C:/minecraft/1.7/ModingWithPahimar\build\natives
[12:55:44] [main/INFO] [FML/]: Managed to load a deobfuscated Minecraft name- we are in a deobfuscated environment. Skipping runtime deobfuscation
[12:55:44] [main/DEBUG] [FML/]: Instantiating coremod class FMLCorePlugin
[12:55:44] [main/DEBUG] [FML/]: Added access transformer class cpw.mods.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[12:55:44] [main/DEBUG] [FML/]: Enqueued coremod FMLCorePlugin
[12:55:44] [main/DEBUG] [FML/]: Instantiating coremod class FMLForgePlugin
[12:55:44] [main/DEBUG] [FML/]: Added access transformer class net.minecraftforge.transformers.ForgeAccessTransformer to enqueued access transformers
[12:55:44] [main/DEBUG] [FML/]: Enqueued coremod FMLForgePlugin
[12:55:44] [main/DEBUG] [FML/]: All fundamental core mods are successfully located
[12:55:44] [main/DEBUG] [FML/]: Discovering coremods
[12:55:44] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:55:44] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:55:44] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:55:44] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:55:44] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:55:44] [main/DEBUG] [FML/]: Injecting coremod FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin} class transformers
[12:55:44] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
[12:55:44] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
[12:55:44] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.EventSubscriptionTransformer
[12:55:44] [main/DEBUG] [FML/]: Injection complete
[12:55:44] [main/DEBUG] [FML/]: Running coremod plugin for FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin}
[12:55:44] [main/DEBUG] [FML/]: Running coremod plugin FMLCorePlugin
[12:55:44] [main/ERROR] [FML/]: The binary patch set is missing. Either you are in a development environment, or things are not going to work!
[12:55:45] [main/ERROR] [FML/]: The minecraft jar file:/C:/Users/Matthew/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.1.1110/forgeSrc-1.7.2-10.12.1.1110.jar!/net/minecraft/client/ClientBrandRetriever.class appears to be corrupt! There has been CRITICAL TAMPERING WITH MINECRAFT, it is highly unlikely minecraft will work! STOP NOW, get a clean copy and try again!
[12:55:45] [main/ERROR] [FML/]: FML has been ordered to ignore the invalid or missing minecraft certificate. This is very likely to cause a problem!
[12:55:45] [main/ERROR] [FML/]: Technical information: ClientBrandRetriever was at jar:file:/C:/Users/Matthew/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.1.1110/forgeSrc-1.7.2-10.12.1.1110.jar!/net/minecraft/client/ClientBrandRetriever.class, there were 0 certificates for it
[12:55:45] [main/ERROR] [FML/]: FML appears to be missing any signature data. This is not a good thing
[12:55:45] [main/DEBUG] [FML/]: Coremod plugin class FMLCorePlugin run successfully
[12:55:45] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:55:45] [main/DEBUG] [FML/]: Injecting coremod FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin} class transformers
[12:55:45] [main/DEBUG] [FML/]: Injection complete
[12:55:45] [main/DEBUG] [FML/]: Running coremod plugin for FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin}
[12:55:45] [main/DEBUG] [FML/]: Running coremod plugin FMLForgePlugin
[12:55:45] [main/DEBUG] [FML/]: Coremod plugin class FMLForgePlugin run successfully
[12:55:45] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:55:45] [main/DEBUG] [FML/]: Loaded 32 rules from AccessTransformer config file fml_at.cfg
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:map 395 net.minecraft.item.ItemEmptyMap@5340e92c (req. id 395)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:golden_carrot 396 net.minecraft.item.ItemFood@4a8c7267 (req. id 396)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:skull 397 net.minecraft.item.ItemSkull@57e2e611 (req. id 397)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:carrot_on_a_stick 398 net.minecraft.item.ItemCarrotOnAStick@16e106ac (req. id 398)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:nether_star 399 net.minecraft.item.ItemSimpleFoiled@4a0093c2 (req. id 399)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:pumpkin_pie 400 net.minecraft.item.ItemFood@6be4cb82 (req. id 400)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:fireworks 401 net.minecraft.item.ItemFirework@3a849ba2 (req. id 401)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:firework_charge 402 net.minecraft.item.ItemFireworkCharge@3cd68df1 (req. id 402)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:enchanted_book 403 net.minecraft.item.ItemEnchantedBook@1e448bf7 (req. id 403)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:comparator 404 net.minecraft.item.ItemReed@264114a7 (req. id 404)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:netherbrick 405 net.minecraft.item.Item@7ab2f38f (req. id 405)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:quartz 406 net.minecraft.item.Item@7a947037 (req. id 406)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:tnt_minecart 407 net.minecraft.item.ItemMinecart@275369c0 (req. id 407)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:hopper_minecart 408 net.minecraft.item.ItemMinecart@5543d06b (req. id 408)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:iron_horse_armor 417 net.minecraft.item.Item@57284c88 (req. id 417)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:golden_horse_armor 418 net.minecraft.item.Item@16b8a16c (req. id 418)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:diamond_horse_armor 419 net.minecraft.item.Item@336dc51b (req. id 419)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:lead 420 net.minecraft.item.ItemLead@49bbeb36 (req. id 420)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:name_tag 421 net.minecraft.item.ItemNameTag@528c6c36 (req. id 421)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:command_block_minecart 422 net.minecraft.item.ItemMinecart@1147791 (req. id 422)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_13 2256 net.minecraft.item.ItemRecord@28979401 (req. id 2256)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_cat 2257 net.minecraft.item.ItemRecord@7775e278 (req. id 2257)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_blocks 2258 net.minecraft.item.ItemRecord@5c67718d (req. id 2258)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_chirp 2259 net.minecraft.item.ItemRecord@b500f60 (req. id 2259)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_far 2260 net.minecraft.item.ItemRecord@35216d6d (req. id 2260)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_mall 2261 net.minecraft.item.ItemRecord@25972a5b (req. id 2261)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_mellohi 2262 net.minecraft.item.ItemRecord@675dcfa4 (req. id 2262)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_stal 2263 net.minecraft.item.ItemRecord@3feb4d00 (req. id 2263)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_strad 2264 net.minecraft.item.ItemRecord@710c5bc8 (req. id 2264)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_ward 2265 net.minecraft.item.ItemRecord@625de173 (req. id 2265)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_11 2266 net.minecraft.item.ItemRecord@17c7779 (req. id 2266)
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:record_wait 2267 net.minecraft.item.ItemRecord@1287a9b2 (req. id 2267)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPressurePlateWeighted@2ee8b0bf for ItemBlock net.minecraft.item.ItemBlock@588cfc48 at id 148, original id requested: 148
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:heavy_weighted_pressure_plate 148 net.minecraft.item.ItemBlock@588cfc48 (req. id 148)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCactus@93a6ecc for ItemBlock net.minecraft.item.ItemBlock@10070863 at id 81, original id requested: 81
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:cactus 81 net.minecraft.item.ItemBlock@10070863 (req. id 81)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@a072d8c for ItemBlock net.minecraft.item.ItemBlock@3db7a3cd at id 21, original id requested: 21
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:lapis_ore 21 net.minecraft.item.ItemBlock@3db7a3cd (req. id 21)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressedPowered@2af96654 for ItemBlock net.minecraft.item.ItemBlock@7a79e5e7 at id 152, original id requested: 152
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:redstone_block 152 net.minecraft.item.ItemBlock@7a79e5e7 (req. id 152)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@3a215406 for ItemBlock net.minecraft.item.ItemBlock@58e4df82 at id 128, original id requested: 128
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:sandstone_stairs 128 net.minecraft.item.ItemBlock@58e4df82 (req. id 128)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@3ab72a5e for ItemBlock net.minecraft.item.ItemBlock@1a0dfd66 at id 133, original id requested: 133
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:emerald_block 133 net.minecraft.item.ItemBlock@1a0dfd66 (req. id 133)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@1855590e for ItemBlock net.minecraft.item.ItemBlock@c7740e7 at id 135, original id requested: 135
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:birch_stairs 135 net.minecraft.item.ItemBlock@c7740e7 (req. id 135)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMelon@5f3ac618 for ItemBlock net.minecraft.item.ItemBlock@69460415 at id 103, original id requested: 103
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:melon_block 103 net.minecraft.item.ItemBlock@69460415 (req. id 103)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@77e9716b for ItemBlock net.minecraft.item.ItemBlock@73b634b1 at id 42, original id requested: 42
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:iron_block 42 net.minecraft.item.ItemBlock@73b634b1 (req. id 42)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@6c04c230 for ItemBlock net.minecraft.item.ItemBlock@3f3d8bd0 at id 163, original id requested: 163
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:acacia_stairs 163 net.minecraft.item.ItemBlock@3f3d8bd0 (req. id 163)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockSapling@340fa702 for ItemBlock net.minecraft.item.ItemMultiTexture@65cd4995 at id 6, original id requested: 6
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:sapling 6 net.minecraft.item.ItemMultiTexture@65cd4995 (req. id 6)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStone@2fba1328 for ItemBlock net.minecraft.item.ItemBlock@89a096a at id 1, original id requested: 1
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:stone 1 net.minecraft.item.ItemBlock@89a096a (req. id 1)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDynamicLiquid@76eb7293 for ItemBlock net.minecraft.item.ItemBlock@38e0128f at id 10, original id requested: 10
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:flowing_lava 10 net.minecraft.item.ItemBlock@38e0128f (req. id 10)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockJukebox@2cb7647 for ItemBlock net.minecraft.item.ItemBlock@7ee28774 at id 84, original id requested: 84
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:jukebox 84 net.minecraft.item.ItemBlock@7ee28774 (req. id 84)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@5abc2a8d for ItemBlock net.minecraft.item.ItemBlock@4a2b11c0 at id 108, original id requested: 108
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:brick_stairs 108 net.minecraft.item.ItemBlock@4a2b11c0 (req. id 108)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDaylightDetector@35be0d77 for ItemBlock net.minecraft.item.ItemBlock@519a7a4a at id 151, original id requested: 151
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:daylight_detector 151 net.minecraft.item.ItemBlock@519a7a4a (req. id 151)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPistonBase@42ebaace for ItemBlock net.minecraft.item.ItemPiston@5d29be53 at id 33, original id requested: 33
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:piston 33 net.minecraft.item.ItemPiston@5d29be53 (req. id 33)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockSnow@5a1e06cc for ItemBlock net.minecraft.item.ItemSnow@43a397b2 at id 78, original id requested: 78
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:snow_layer 78 net.minecraft.item.ItemSnow@43a397b2 (req. id 78)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMushroom@40fe8318 for ItemBlock net.minecraft.item.ItemBlock@293c49cf at id 40, original id requested: 40
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:red_mushroom 40 net.minecraft.item.ItemBlock@293c49cf (req. id 40)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDynamicLiquid@3fdaf238 for ItemBlock net.minecraft.item.ItemBlock@3511ca2f at id 8, original id requested: 8
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:flowing_water 8 net.minecraft.item.ItemBlock@3511ca2f (req. id 8)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockChest@6d6d43cd for ItemBlock net.minecraft.item.ItemBlock@22f0eee1 at id 54, original id requested: 54
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:chest 54 net.minecraft.item.ItemBlock@22f0eee1 (req. id 54)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockColored@78634aff for ItemBlock net.minecraft.item.ItemCloth@705283 at id 35, original id requested: 35
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:wool 35 net.minecraft.item.ItemCloth@705283 (req. id 35)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@682c6986 for ItemBlock net.minecraft.item.ItemBlock@4e3916ae at id 16, original id requested: 16
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:coal_ore 16 net.minecraft.item.ItemBlock@4e3916ae (req. id 16)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPistonBase@45d1122c for ItemBlock net.minecraft.item.ItemPiston@60021a1 at id 29, original id requested: 29
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:sticky_piston 29 net.minecraft.item.ItemPiston@60021a1 (req. id 29)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.Block@6f9d8f01 for ItemBlock net.minecraft.item.ItemBlock@729fd41a at id 7, original id requested: 7
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:bedrock 7 net.minecraft.item.ItemBlock@729fd41a (req. id 7)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockGravel@33dc80f5 for ItemBlock net.minecraft.item.ItemBlock@5b1e31c0 at id 13, original id requested: 13
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:gravel 13 net.minecraft.item.ItemBlock@5b1e31c0 (req. id 13)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockWorkbench@2bc69070 for ItemBlock net.minecraft.item.ItemBlock@1b5462fc at id 58, original id requested: 58
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:crafting_table 58 net.minecraft.item.ItemBlock@1b5462fc (req. id 58)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPressurePlate@284c7ff4 for ItemBlock net.minecraft.item.ItemBlock@412e9c68 at id 72, original id requested: 72
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:wooden_pressure_plate 72 net.minecraft.item.ItemBlock@412e9c68 (req. id 72)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockNetherrack@71bd5cfa for ItemBlock net.minecraft.item.ItemBlock@5b1e9146 at id 87, original id requested: 87
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:netherrack 87 net.minecraft.item.ItemBlock@5b1e9146 (req. id 87)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockNewLog@fee6473 for ItemBlock net.minecraft.item.ItemMultiTexture@33d3b966 at id 162, original id requested: 162
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:log2 162 net.minecraft.item.ItemMultiTexture@33d3b966 (req. id 162)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockTorch@290e7918 for ItemBlock net.minecraft.item.ItemBlock@1130f21f at id 50, original id requested: 50
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:torch 50 net.minecraft.item.ItemBlock@1130f21f (req. id 50)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFurnace@6893d858 for ItemBlock net.minecraft.item.ItemBlock@2467da0a at id 61, original id requested: 61
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:furnace 61 net.minecraft.item.ItemBlock@2467da0a (req. id 61)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@3bf17f92 for ItemBlock net.minecraft.item.ItemBlock@1e1bd932 at id 22, original id requested: 22
[12:55:47] [main/TRACE] [FML/]: Registry add: minecraft:lapis_block 22 net.minecraft.item.ItemBlock@1e1bd932 (req. id 22)
[12:55:47] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockRedstoneOre@757256ca for ItemBlock net.minecraft.item.ItemBlock@3650710f at id 73, original id requested: 73
